Kommentar	Sort1	Sort2	ID des ersten Bildes	Titel	Serie	Veröffentlichungsjahr	Link zum aktuellen Bild 2021	ID des Werkes	Link zum Werk	Link zum ersten Bild (300 dpi, JPG)	Link zu Wikicommons Bild	Land	Kreis (heute)	Ortsname (heute)	Stadtteilname (heute)	Ortsname (damals)	guess_Burg3	guess_Burg2	guess_Schloss3	Motivbeschreibung	guess_Adresse5	geoJson	osm_details_URL	geo_coords	osm_Name	Link zu Google Maps	guess_Adresse4	guess_Adresse3	guess_AmOrt2	guess_Schloss	guess_Hof	guess_Museum	guess_Burg	guess_Bach	guess_Werk	guess_Gasse	guess_Markt	guess_turm	guess_Graben	guess_Weg	guess_Strasse3	guess_Strasse2	guess_Platz	Guess_Street	guess_Adresse	Text1	text2	text3	text4	text5	Titel_old	Weitere Internetadressen
	656	1002	5927274	Linn, Backsteintor von der Innenseite	3	1911		5723245	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5723245	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5927274	https://commons.wikimedia.org/wiki/File:5723245.Erwin_Quedenfeldt.jpg	Deutschland	kreisfrei	Krefeld	Linn	Linn				Backsteintor von der Innenseite							1																			 Backsteintor von der Innenseite		 gest. 25. Okt. 1840			Linn, Backsteintor von der Innenseite	
	657	1003	5927284	Linn, Haustür eines Bauernhauses am Schloßeingang	3	1911		5723246	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5723246	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5927284	https://commons.wikimedia.org/wiki/File:5723246.Erwin_Quedenfeldt.jpg	Deutschland	kreisfrei	Krefeld	Linn	Linn				Haustür eines Bauernhauses am Schloßeingang							1																			 Haustür eines Bauernhauses am Schloßeingang		 gest. 9. Sept. 1854			Linn, Haustür eines Bauernhauses am Schloßeingang	
	655	1004	5927279	Linn, Issumer Turm mit Backsteintorgebäude	3	1911		5723244	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5723244	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5927279	https://commons.wikimedia.org/wiki/File:5723244.Erwin_Quedenfeldt.jpg	Deutschland	kreisfrei	Krefeld	Linn	Linn				Issumer Turm mit Backsteintorgebäude							1																			 Issumer Turm mit Backsteintorgebäude		 gest. 19. März 1862			Linn, Issumer Turm mit Backsteintorgebäude	
	124	1005	5719153	Linn, Kreis Crefeld, altes Backsteingiebelhaus	1	1909		5715039	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5715039	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5719153	https://commons.wikimedia.org/wiki/File:5715039.Erwin_Quedenfeldt.jpg	Deutschland	kreisfrei	Krefeld	Linn	Linn				Kreis Crefeld, altes Backsteingiebelhaus							1																			 Kreis Crefeld	 altes Backsteingiebelhaus				Linn, Kreis Crefeld, altes Backsteingiebelhaus	
	123	1006	5719158	Linn, Kreis Crefeld, altes Backsteintor	1	1909		5715038	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5715038	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5719158	https://commons.wikimedia.org/wiki/File:5715038.Erwin_Quedenfeldt.jpg	Deutschland	kreisfrei	Krefeld	Linn	Linn				Kreis Crefeld, altes Backsteintor							1																			 Kreis Crefeld	 altes Backsteintor				Linn, Kreis Crefeld, altes Backsteintor	
	658	1007	5927269	Linn, Pappelreihe am Graben	3	1911		5723247	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5723247	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5927269	https://commons.wikimedia.org/wiki/File:5723247.Erwin_Quedenfeldt.jpg	Deutschland	kreisfrei	Krefeld	Linn	Linn				Pappelreihe am Graben							1																			 Pappelreihe am Graben		 gest. 22. Mai 1865			Linn, Pappelreihe am Graben	
	651	1008	5927249	Linn, Schloß Linn, alte Mauerreste, mit Efeu bewachsen	3	1911		5723240	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5723240	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5927249	https://commons.wikimedia.org/wiki/File:5723240.Erwin_Quedenfeldt.jpg	Deutschland	kreisfrei	Krefeld	Linn	Linn				Schloß Linn, alte Mauerreste							1																			 Schloß Linn	 alte Mauerreste				Linn, Schloß Linn, alte Mauerreste	
	653	1009	5927239	Linn, Schloß Linn, Herrenhaus mit Graben und Brücke	3	1911		5723242	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5723242	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5927239	https://commons.wikimedia.org/wiki/File:5723242.Erwin_Quedenfeldt.jpg	Deutschland	kreisfrei	Krefeld	Linn	Linn				Schloß Linn, Herrenhaus							1																			 Schloß Linn	 Herrenhaus				Linn, Schloß Linn, Herrenhaus	
	652	1010	5927244	Linn, Schloß Linn, Herrenhaus, 1701	3	1911		5723241	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5723241	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5927244	https://commons.wikimedia.org/wiki/File:5723241.Erwin_Quedenfeldt.jpg	Deutschland	kreisfrei	Krefeld	Linn	Linn				Schloß Linn, Herrenhaus mit Graben und Brücke							1																			 Schloß Linn	 Herrenhaus mit Graben und Brücke				Linn, Schloß Linn, Herrenhaus mit Graben und Brücke	
	650	1011	5927254	Linn, Schloß Linn, innerer Hof mit Toreingang	3	1911		5723239	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5723239	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5927254	https://commons.wikimedia.org/wiki/File:5723239.Erwin_Quedenfeldt.jpg	Deutschland	kreisfrei	Krefeld	Linn	Linn				Schloß Linn, innerer Hof mit Toreingang							1																			 Schloß Linn	 innerer Hof mit Toreingang				Linn, Schloß Linn, innerer Hof mit Toreingang	
	649	1012	5927259	Linn, Schloß Linn, Südseite	3	1911		5723238	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5723238	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5927259	https://commons.wikimedia.org/wiki/File:5723238.Erwin_Quedenfeldt.jpg	Deutschland	kreisfrei	Krefeld	Linn	Linn				Schloß Linn, Südseite							1																			 Schloß Linn	 Südseite				Linn, Schloß Linn, Südseite	
	648	1013	5927264	Linn, Schloß Linn, Westseite	3	1911		5723237	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5723237	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5927264	https://commons.wikimedia.org/wiki/File:5723237.Erwin_Quedenfeldt.jpg	Deutschland	kreisfrei	Krefeld	Linn	Linn				Schloß Linn, Westseite							1																			 Schloß Linn	 Westseite				Linn, Schloß Linn, Westseite	
	654	1014	5929016	Linn, Schloß Linn, Wirtschaftsgebäude	3	1911		5723243	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5723243	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5929016	https://commons.wikimedia.org/wiki/File:5723243.Erwin_Quedenfeldt.jpg	Deutschland	kreisfrei	Krefeld	Linn	Linn				Schloß Linn, Wirtschaftsgebäude							1																			 Schloß Linn	 Wirtschaftsgebäude				Linn, Schloß Linn, Wirtschaftsgebäude	
	1325	1015	6066549	Linnich, Kreis Jülich, Giebelhaus an der Kirche	4	1915		6029096	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/6029096	http://digital.ub.uni-duesseldorf.de/download/webcache/0/6066549	https://commons.wikimedia.org/wiki/File:6029096.Erwin_Quedenfeldt.jpg	Deutschland	Düren	Linnich		Linnich				Kreis Jülich, Giebelhaus an der Kirche							1																			 Kreis Jülich	 Giebelhaus an der Kirche				Linnich, Kreis Jülich, Giebelhaus an der Kirche	
	1323	1016	6066559	Linnich, Kreis Jülich, Kirche mit Kirchplatz	4	1915		6029094	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/6029094	http://digital.ub.uni-duesseldorf.de/download/webcache/0/6066559	https://commons.wikimedia.org/wiki/File:6029094.Erwin_Quedenfeldt.jpg	Deutschland	Düren	Linnich		Linnich				Kreis Jülich, Kirche mit Kirchplatz							1																			 Kreis Jülich	 Kirche mit Kirchplatz				Linnich, Kreis Jülich, Kirche mit Kirchplatz	
	1326	1017	6066544	Linnich, Kreis Jülich, Roerdorferstrasse 23	4	1915		6029097	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/6029097	http://digital.ub.uni-duesseldorf.de/download/webcache/0/6066544	https://commons.wikimedia.org/wiki/File:6029097.Erwin_Quedenfeldt.jpg	Deutschland	Düren	Linnich		Linnich				Kreis Jülich, Roerdorferstrasse 23	Roerdorferstrasse 23	[]					Roerdorferstrasse 23	Roerdorferstrasse 23													Roerdorferstrasse 23	Roerdorferstrasse 23				 Kreis Jülich	 Roerdorferstrasse 23				Linnich, Kreis Jülich, Roerdorferstrasse 23	
	1324	1018	6066554	Linnich, Kreis Jülich, Roerstrasse 1	4	1915		6029095	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/6029095	http://digital.ub.uni-duesseldorf.de/download/webcache/0/6066554	https://commons.wikimedia.org/wiki/File:6029095.Erwin_Quedenfeldt.jpg	Deutschland	Düren	Linnich		Linnich				Kreis Jülich, Roerstrasse 1	Roerstrasse 1	[]					Roerstrasse 1	Roerstrasse 1													Roerstrasse 1	Roerstrasse 1				 Kreis Jülich	 Roerstrasse 1				Linnich, Kreis Jülich, Roerstrasse 1	
	1336	1019	6066654	Lürkener Burg, Kreis Jülich, Ansicht von Südwesten	4	1915		6029107	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/6029107	http://digital.ub.uni-duesseldorf.de/download/webcache/0/6066654	https://commons.wikimedia.org/wiki/File:6029107.Erwin_Quedenfeldt.jpg	Deutschland				Lürkener Burg		Burg		Kreis Jülich, Ansicht von Südwesten							1																			 Kreis Jülich	 Ansicht von Südwesten				Lürkener Burg, Kreis Jülich, Ansicht von Südwesten	
	1337	1020	6066659	Lürkener Burg, Kreis Jülich, vom Hofe aus mit Brücke	4	1915		6029108	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/6029108	http://digital.ub.uni-duesseldorf.de/download/webcache/0/6066659	https://commons.wikimedia.org/wiki/File:6029108.Erwin_Quedenfeldt.jpg	Deutschland				Lürkener Burg		Burg		Kreis Jülich, vom Hofe aus mit Brücke							1																			 Kreis Jülich	 vom Hofe aus mit Brücke				Lürkener Burg, Kreis Jülich, vom Hofe aus mit Brücke	
bereit zum Fotografieren	320	1021	5777771	M.Gladbach, alte Abtei, Nordseite (Städt. Verwaltungsgebäude)	2	1909		5722567	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5722567	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5777771	https://commons.wikimedia.org/wiki/File:5722567.Erwin_Quedenfeldt.jpg	Deutschland	kreisfrei	Mönchengladbach		M.Gladbach				alte Abtei, Nordseite (Städt. Verwaltungsgebäude)			https://nominatim.openstreetmap.org/ui/details.html?osmtype=R&osmid=13377&class=amenity	51.19324015051171, 6.431182914532793		https://www.google.com/maps/place/51%C2%B011'33.8%22N+6%C2%B025'51.0%22E/@51.193819,6.4317335,79a,35y,206.44h,48.98t/data=!3m1!1e3!4m2!3m1!1s0x0:0x0	1																			 alte Abtei	 Nordseite (Städt. Verwaltungsgebäude)				M.Gladbach, alte Abtei, Nordseite (Städt. Verwaltungsgebäude)	
wo ist das genau?	326	1022	5777791	M.Gladbach, alte Renaissancetür im Innenhof, 1664	2	1909		5722573	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5722573	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5777791	https://commons.wikimedia.org/wiki/File:5722573.Erwin_Quedenfeldt.jpg	Deutschland	kreisfrei	Mönchengladbach		M.Gladbach				alte Renaissancetür im Innenhof,1664	Innenhof	[]					Innenhof				Innenhof															 alte Renaissancetür im Innenhof	1664				M.Gladbach, alte Renaissancetür im Innenhof,1664	
nicht zuordenbar	333	1023	5777826	M.Gladbach, altes Häuseridyll am Geroplatz	2	1909		5722580	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5722580	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5777826	https://commons.wikimedia.org/wiki/File:5722580.Erwin_Quedenfeldt.jpg	Deutschland	kreisfrei	Mönchengladbach		M.Gladbach				altes Häuseridyll am Geroplatz			https://nominatim.openstreetmap.org/ui/details.html?osmtype=W&osmid=13978306&class=amenity	51.19135435,6.431254570759578		https://www.google.com/maps/place/51%C2%B011'33.8%22N+6%C2%B025'51.0%22E/@51.1905912,6.431392,54a,35y,23.62h,58.53t/data=!3m1!1e3!4m2!3m1!1s0x0:0x0	1																			 altes Häuseridyll am Geroplatz					M.Gladbach, altes Häuseridyll am Geroplatz	
bereit zum Fotografieren	332	1024	5777821	M.Gladbach, Ecke Gasthausstraße 12 mit überbautem Haus	2	1909		5722579	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5722579	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5777821	https://commons.wikimedia.org/wiki/File:5722579.Erwin_Quedenfeldt.jpg	Deutschland	kreisfrei	Mönchengladbach		M.Gladbach				Ecke Gasthausstraße 12 mit überbautem Haus	Gasthausstraße 12 	"[{""place_id"":""74359078"",""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""osm_type"":""way"",""osm_id"":""249923328"",""boundingbox"":[""51.1932887"",""51.1934549"",""6.4293429"",""6.4296098""],""lat"":""51.1933772"",""lon"":""6.42947625292409"",""display_name"":""12, Gasthausstraße, Gladbach, Westend, Mönchengladbach, Regierungsbezirk Düsseldorf, Nordrhein-Westfalen, 41061, Deutschland"",""place_rank"":""30"",""category"":""building"",""type"":""yes"",""importance"":0.221}]"	https://nominatim.openstreetmap.org/ui/details.html?osmtype=W&osmid=249923328	51.1933772,6.42947625292409	12, Gasthausstraße, Gladbach, Westend, Mönchengladbach, Regierungsbezirk Düsseldorf, Nordrhein-Westfalen, 41061, Deutschland	https://www.google.com/maps/place/51%C2%B011'36.2%22N+6%C2%B025'46.1%22E/@51.1929331,6.4287683,111a,35y,38.63h,25.4t/data=!3m1!1e3!4m5!3m4!1s0x0:0x0!8m2!3d51.1933772!4d6.4294763	Gasthausstraße 12 	Gasthausstraße 12 													Gasthausstraße 12 	Gasthausstraße 12 		Gasthausstraße 12 	Gasthausstraße 12 	 Ecke Gasthausstraße 12 mit überbautem Haus					M.Gladbach, Ecke Gasthausstraße 12 mit überbautem Haus	
bereit zum Fotografieren	321	1025	5777766	M.Gladbach, Eingangstor daselbst	2	1909		5722568	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5722568	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5777766	https://commons.wikimedia.org/wiki/File:5722568.Erwin_Quedenfeldt.jpg	Deutschland	kreisfrei	Mönchengladbach		M.Gladbach				Eingangstor daselbst			https://nominatim.openstreetmap.org/ui/details.html?osmtype=R&osmid=13377&class=amenity	51.19324015051171, 6.431182914532793		https://www.google.com/maps/place/Abteistra%C3%9Fe+41,+41061+M%C3%B6nchengladbach/@51.1935077,6.4309509,63a,35y,163.31h,49.97t/data=!3m1!1e3!4m13!1m7!3m6!1s0x0:0x0!2zNTHCsDExJzM2LjIiTiA2wrAyNSc0Ni4xIkU!3b1!8m2!3d51.1933772!4d6.4294763!3m4!1s0x47b8ac9f4f408051:0xe4ebacfc7aa7d362!8m2!3d51.1923911!4d6.4316196	1																			 Eingangstor daselbst					M.Gladbach, Eingangstor daselbst	
bereit zum Fotografieren	328	1026	5777796	M.Gladbach, Eingangstür zum Ratskeller im Innenhof	2	1909		5722575	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5722575	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5777796	https://commons.wikimedia.org/wiki/File:5722575.Erwin_Quedenfeldt.jpg	Deutschland	kreisfrei	Mönchengladbach		M.Gladbach				Eingangstür zum Ratskeller im Innenhof	Innenhof	[]	https://nominatim.openstreetmap.org/ui/details.html?osmtype=R&osmid=13377&class=amenity	51.19324015051171, 6.431182914532793			Innenhof				Innenhof															 Eingangstür zum Ratskeller im Innenhof					M.Gladbach, Eingangstür zum Ratskeller im Innenhof	
wo ist das genau?	322	1027	5777760	M.Gladbach, Giebelecke an der Nordseite der alten Abtei	2	1909		5722569	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5722569	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5777760	https://commons.wikimedia.org/wiki/File:5722569.Erwin_Quedenfeldt.jpg	Deutschland	kreisfrei	Mönchengladbach		M.Gladbach				Giebelecke an der Nordseite der alten Abtei							1																			 Giebelecke an der Nordseite der alten Abtei					M.Gladbach, Giebelecke an der Nordseite der alten Abtei	
bereit zum Fotografieren	325	1028	5777786	M.Gladbach, innerer Hof der alten Abtei, Nordseite	2	1909		5722572	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5722572	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5777786	https://commons.wikimedia.org/wiki/File:5722572.Erwin_Quedenfeldt.jpg	Deutschland	kreisfrei	Mönchengladbach		M.Gladbach				innerer Hof der alten Abtei, Nordseite			https://nominatim.openstreetmap.org/ui/details.html?osmtype=R&osmid=13377&class=amenity	51.193216879957994, 6.431203269309571		https://www.google.com/maps/place/51%C2%B011'33.8%22N+6%C2%B025'51.0%22E/@51.1933898,6.4316373,80a,35y,208.69h,48.14t/data=!3m1!1e3!4m2!3m1!1s0x0:0x0	1																			 innerer Hof der alten Abtei	 Nordseite				M.Gladbach, innerer Hof der alten Abtei, Nordseite	
bereit zum Fotografieren	324	1029	5777781	M.Gladbach, innerer Hof der alten Abtei, Südseite	2	1909		5722571	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5722571	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5777781	https://commons.wikimedia.org/wiki/File:5722571.Erwin_Quedenfeldt.jpg	Deutschland	kreisfrei	Mönchengladbach		M.Gladbach				innerer Hof der alten Abtei, Südseite			https://nominatim.openstreetmap.org/ui/details.html?osmtype=R&osmid=13377&class=amenity	51.193216879957994, 6.431203269309571		https://www.google.com/maps/place/51%C2%B011'33.8%22N+6%C2%B025'51.0%22E/@51.1934703,6.43078,59a,35y,169.5h,63.75t/data=!3m1!1e3!4m2!3m1!1s0x0:0x0	1																			 innerer Hof der alten Abtei	 Südseite				M.Gladbach, innerer Hof der alten Abtei, Südseite	
bereit zum Fotografieren	323	1030	5777776	M.Gladbach, innerer Säulengang der alten Abtei	2	1909		5722570	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5722570	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5777776	https://commons.wikimedia.org/wiki/File:5722570.Erwin_Quedenfeldt.jpg	Deutschland	kreisfrei	Mönchengladbach		M.Gladbach				innerer Säulengang der alten Abtei			https://nominatim.openstreetmap.org/ui/details.html?osmtype=R&osmid=13377&class=amenity	51.193216879957994, 6.431203269309571			1																			 innerer Säulengang der alten Abtei					M.Gladbach, innerer Säulengang der alten Abtei	
	331	1031	5777816	M.Gladbach, Marktweiber mit Kohlblättern auf dem Kopf	2	1909		5722578	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5722578	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5777816	https://commons.wikimedia.org/wiki/File:5722578.Erwin_Quedenfeldt.jpg	Deutschland	kreisfrei	Mönchengladbach		M.Gladbach				Marktweiber mit Kohlblättern auf dem Kopf							1																			 Marktweiber mit Kohlblättern auf dem Kopf					M.Gladbach, Marktweiber mit Kohlblättern auf dem Kopf	
	327	1032	5777801	M.Gladbach, mittlere Tür im Innenhof	2	1909		5722574	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5722574	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5777801	https://commons.wikimedia.org/wiki/File:5722574.Erwin_Quedenfeldt.jpg	Deutschland	kreisfrei	Mönchengladbach		M.Gladbach				mittlere Tür im Innenhof	Innenhof	[]					Innenhof				Innenhof															 mittlere Tür im Innenhof					M.Gladbach, mittlere Tür im Innenhof	
	329	1033	5777806	M.Gladbach, Partie aus dem zweiten Innenhof	2	1909		5722576	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5722576	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5777806	https://commons.wikimedia.org/wiki/File:5722576.Erwin_Quedenfeldt.jpg	Deutschland	kreisfrei	Mönchengladbach		M.Gladbach				Partie aus dem zweiten Innenhof	Innenhof	[]					Innenhof				Innenhof															 Partie aus dem zweiten Innenhof					M.Gladbach, Partie aus dem zweiten Innenhof	
nicht zuordenbar	330	1034	5777811	M.Gladbach, Südgiebel mit Sonnenuhr	2	1909		5722577	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5722577	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5777811	https://commons.wikimedia.org/wiki/File:5722577.Erwin_Quedenfeldt.jpg	Deutschland	kreisfrei	Mönchengladbach		M.Gladbach				Südgiebel mit Sonnenuhr							1																			 Südgiebel mit Sonnenuhr					M.Gladbach, Südgiebel mit Sonnenuhr	
	129	1035	5719173	Millendonk, Kreis Gladbach, innere Vorhalle [des Schlosses]	1	1909		5715044	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5715044	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5719173	https://commons.wikimedia.org/wiki/File:5715044.Erwin_Quedenfeldt.jpg	Deutschland	Rhein-Kreis Neuss	Korschenbroich		Millendonk				Kreis Gladbach, innere Vorhalle [des Schlosses]							1																			 Kreis Gladbach	 innere Vorhalle [des Schlosses]				Millendonk, Kreis Gladbach, innere Vorhalle [des Schlosses]	
	127	1036	5719183	Millendonk, Kreis Gladbach, Nordseite des Schlosses	1	1909		5715042	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5715042	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5719183	https://commons.wikimedia.org/wiki/File:5715042.Erwin_Quedenfeldt.jpg	Deutschland	Rhein-Kreis Neuss	Korschenbroich		Millendonk				Kreis Gladbach, Nordseite des Schlosses							1																			 Kreis Gladbach	 Nordseite des Schlosses				Millendonk, Kreis Gladbach, Nordseite des Schlosses	
	125	1037	5719193	Millendonk, Kreis Gladbach, Südseite des Schlosses, 14. - 15. Jahrh.	1	1909		5715040	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5715040	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5719193	https://commons.wikimedia.org/wiki/File:5715040.Erwin_Quedenfeldt.jpg	Deutschland	Rhein-Kreis Neuss	Korschenbroich		Millendonk				Kreis Gladbach, Südseite des Schlosses							1																			 Kreis Gladbach	 Südseite des Schlosses				Millendonk, Kreis Gladbach, Südseite des Schlosses	
	128	1038	5719178	Millendonk, Kreis Gladbach, Torbau des Schlosses	1	1909		5715043	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5715043	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5719178	https://commons.wikimedia.org/wiki/File:5715043.Erwin_Quedenfeldt.jpg	Deutschland	Rhein-Kreis Neuss	Korschenbroich		Millendonk				Kreis Gladbach, Torbau des Schlosses							1																			 Kreis Gladbach	 Torbau des Schlosses				Millendonk, Kreis Gladbach, Torbau des Schlosses	
	131	1039	5731824	Millendonk, Kreis Gladbach, Tür des Fleischhauses mit Relief	1	1909		5715046	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5715046	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5731824	https://commons.wikimedia.org/wiki/File:5715046.Erwin_Quedenfeldt.jpg	Deutschland	Rhein-Kreis Neuss	Korschenbroich		Millendonk				Kreis Gladbach, Tür des Fleischhauses mit Relief							1																			 Kreis Gladbach	 Tür des Fleischhauses mit Relief				Millendonk, Kreis Gladbach, Tür des Fleischhauses mit Relief	
	130	1040	5719168	Millendonk, Kreis Gladbach, Vorderansicht des Schlosses mit Torgebäude	1	1909		5715045	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5715045	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5719168	https://commons.wikimedia.org/wiki/File:5715045.Erwin_Quedenfeldt.jpg	Deutschland	Rhein-Kreis Neuss	Korschenbroich		Millendonk				Kreis Gladbach, Vorderansicht des Schlosses mit Torgebäude							1																			 Kreis Gladbach	 Vorderansicht des Schlosses mit Torgebäude				Millendonk, Kreis Gladbach, Vorderansicht des Schlosses mit Torgebäude	
	126	1041	5719188	Millendonk, Kreis Gladbach, Westseite des Schlosses	1	1909		5715041	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5715041	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5719188	https://commons.wikimedia.org/wiki/File:5715041.Erwin_Quedenfeldt.jpg	Deutschland	Rhein-Kreis Neuss	Korschenbroich		Millendonk				Kreis Gladbach, Westseite des Schlosses							1																			 Kreis Gladbach	 Westseite des Schlosses				Millendonk, Kreis Gladbach, Westseite des Schlosses	
	1355	1042	6071573	Montjoie, Giebelhaus an der Roerbrücke	4	1915		6029126	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/6029126	http://digital.ub.uni-duesseldorf.de/download/webcache/0/6071573	https://commons.wikimedia.org/wiki/File:6029126.Erwin_Quedenfeldt.jpg	Deutschland	Städteregion Aachen	Monschau		Montjoie				Giebelhaus an der Roerbrücke							1																			 Giebelhaus an der Roerbrücke					Montjoie, Giebelhaus an der Roerbrücke	
	1353	1043	6066679	Montjoie, Haus N? 192 mit Blick auf die Ruine	4	1915		6029124	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/6029124	http://digital.ub.uni-duesseldorf.de/download/webcache/0/6066679	https://commons.wikimedia.org/wiki/File:6029124.Erwin_Quedenfeldt.jpg	Deutschland	Städteregion Aachen	Monschau		Montjoie				Haus N? 192 mit Blick auf die Ruine							1																			 Haus N? 192 mit Blick auf die Ruine					Montjoie, Haus N? 192 mit Blick auf die Ruine	
	1351	1044	6066698	Montjoie, Haustür am Haus N? 241	4	1915		6029122	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/6029122	http://digital.ub.uni-duesseldorf.de/download/webcache/0/6066698	https://commons.wikimedia.org/wiki/File:6029122.Erwin_Quedenfeldt.jpg	Deutschland	Städteregion Aachen	Monschau		Montjoie				Haustür am Haus N? 241							1																			 Haustür am Haus N? 241					Montjoie, Haustür am Haus N? 241	
	1350	1045	6066691	Montjoie, Haustür am Haus Scheibler (Zum goldenen Helm)	4	1915		6029121	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/6029121	http://digital.ub.uni-duesseldorf.de/download/webcache/0/6066691	https://commons.wikimedia.org/wiki/File:6029121.Erwin_Quedenfeldt.jpg	Deutschland	Städteregion Aachen	Monschau		Montjoie				Haustür am Haus Scheibler (Zum goldenen Helm)							1																			 Haustür am Haus Scheibler (Zum goldenen Helm)					Montjoie, Haustür am Haus Scheibler (Zum goldenen Helm)	
	1360	1046	6071598	Montjoie, Haustür am Hause N? 199	4	1915		6029131	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/6029131	http://digital.ub.uni-duesseldorf.de/download/webcache/0/6071598	https://commons.wikimedia.org/wiki/File:6029131.Erwin_Quedenfeldt.jpg	Deutschland	Städteregion Aachen	Monschau		Montjoie				Haustür am Hause N? 199							1																			 Haustür am Hause N? 199					Montjoie, Haustür am Hause N? 199	
